0.00125	0.00125	1
0.00375	0.00125	1
0.00625	0.00125	1
0.00875	0.00125	1
0.01125	0.00125	1
0.01375	0.00125	1
0.01625	0.00125	1
0.01875	0.00125	1
0.02125	0.00125	1
0.02375	0.00125	1
0.02625	0.00125	1
0.02875	0.00125	1
0.03125	0.00125	1
0.03375	0.00125	1
0.03625	0.00125	1
0.03875	0.00125	1
0.04125	0.00125	1
0.04375	0.00125	1
0.04625	0.00125	1
0.04875	0.00125	1
0.05125	0.00125	1
0.05375	0.00125	1
0.05625	0.00125	1
0.05875	0.00125	1
0.06125	0.00125	1
0.06375	0.00125	1
0.06625	0.00125	1
0.06875	0.00125	1
0.07125	0.00125	1
0.07375	0.00125	1
0.07625	0.00125	1
0.07875	0.00125	1
0.08125	0.00125	1
0.08375	0.00125	1
0.08625	0.00125	1
0.08875	0.00125	1
0.09125	0.00125	1
0.09375	0.00125	1
0.09625	0.00125	1
0.09875	0.00125	1
0.00125	0.00375	1
0.00375	0.00375	1
0.00625	0.00375	1
0.00875	0.00375	1
0.01125	0.00375	1
0.01375	0.00375	1
0.01625	0.00375	1
0.01875	0.00375	1
0.02125	0.00375	1
0.02375	0.00375	1
0.02625	0.00375	1
0.02875	0.00375	1
0.03125	0.00375	1
0.03375	0.00375	1
0.03625	0.00375	1
0.03875	0.00375	1
0.04125	0.00375	1
0.04375	0.00375	1
0.04625	0.00375	1
0.04875	0.00375	1
0.05125	0.00375	1
0.05375	0.00375	1
0.05625	0.00375	1
0.05875	0.00375	1
0.06125	0.00375	1
0.06375	0.00375	1
0.06625	0.00375	1
0.06875	0.00375	1
0.07125	0.00375	1
0.07375	0.00375	1
0.07625	0.00375	1
0.07875	0.00375	1
0.08125	0.00375	1
0.08375	0.00375	1
0.08625	0.00375	1
0.08875	0.00375	1
0.09125	0.00375	1
0.09375	0.00375	1
0.09625	0.00375	1
0.09875	0.00375	1
0.00125	0.00625	1
0.00375	0.00625	1
0.00625	0.00625	1
0.00875	0.00625	1
0.01125	0.00625	1
0.01375	0.00625	1
0.01625	0.00625	1
0.01875	0.00625	1
0.02125	0.00625	1
0.02375	0.00625	1
0.02625	0.00625	1
0.02875	0.00625	1
0.03125	0.00625	1
0.03375	0.00625	1
